2012-07-07,twitter,2	
2012-07-08,twitter,17	
2012-07-09,twitter,18	
2012-07-10,twitter,47	
2012-07-11,twitter,6	
2012-07-12,twitter,1166	
2012-07-13,twitter,1359	
2012-07-14,twitter,210	
2012-07-15,twitter,15	
2012-07-16,twitter,832	
2012-07-17,twitter,37	
2012-07-18,twitter,61	
2012-07-19,twitter,50	
2012-07-20,twitter,51	
2012-07-21,twitter,66	
2012-07-22,twitter,14	
2012-07-23,twitter,57	
2012-07-24,twitter,48	
2012-07-25,twitter,19	
2012-07-26,twitter,9	
2012-07-27,twitter,24	
2012-07-28,twitter,22	
2012-07-29,twitter,15	
2012-07-30,twitter,29	
2012-07-31,twitter,17	
2012-08-01,twitter,11	
2012-08-02,twitter,12	
2012-08-03,twitter,2	
2012-08-04,twitter,3	
2012-08-05,twitter,1	
2012-08-06,twitter,3	
2012-08-08,twitter,4	
2012-08-09,twitter,1	
2012-08-10,twitter,7	
2012-08-12,twitter,27	
2012-08-13,twitter,154	
2012-08-14,twitter,23	
2012-08-15,twitter,27	
2012-08-16,twitter,52	
2012-08-17,twitter,21	
2012-08-18,twitter,93	
2012-08-19,twitter,547	
2012-08-20,twitter,108	
2012-08-21,twitter,12	
2012-08-22,twitter,17	
2012-08-23,twitter,26	
2012-08-24,twitter,19	
2012-08-25,twitter,4	
2012-08-26,twitter,7	
2012-08-27,twitter,61	
2012-08-28,twitter,21	
2012-08-29,twitter,8	
2012-08-30,twitter,10	
2012-08-31,twitter,52	
2012-09-01,twitter,45	
2012-09-02,twitter,13	
2012-09-03,twitter,11	
2012-09-04,twitter,44	
2012-09-05,twitter,13	
2012-09-06,twitter,23	
2012-09-07,twitter,84	
2012-09-08,twitter,140	
2012-09-09,twitter,2	
2012-09-10,twitter,4	
2012-09-11,twitter,2	
2012-09-12,twitter,2	
2012-09-14,twitter,8	
2012-09-16,twitter,3	
2012-09-17,twitter,9	
2012-09-18,twitter,7	
2012-09-19,twitter,1	
2012-09-20,twitter,36	
2012-09-21,twitter,77	
2012-09-22,twitter,4	
2012-09-23,twitter,10	
2012-09-24,twitter,12	
2012-09-25,twitter,10	
2012-09-26,twitter,13	
2012-09-27,twitter,9	
2012-09-28,twitter,15	
2012-09-29,twitter,7	
2012-09-30,twitter,28	
2012-10-01,twitter,27	
2012-10-02,twitter,12	
2012-10-03,twitter,10	
2012-10-04,twitter,7	
2012-10-05,twitter,33	
2012-10-06,twitter,4	
2012-10-07,twitter,6	
2012-10-08,twitter,47	
2012-10-09,twitter,24	
2012-10-10,twitter,205	
2012-10-11,twitter,57	
2012-10-12,twitter,232	
2012-10-13,twitter,240	
2012-10-14,twitter,381	
2012-10-15,twitter,63	
2012-10-16,twitter,17	
2012-10-17,twitter,23	
2012-10-18,twitter,12	
2012-10-19,twitter,15	
2012-10-20,twitter,34	
2012-10-21,twitter,15	
2012-10-22,twitter,21	
2012-10-23,twitter,24	
2012-10-24,twitter,4	
2012-10-26,twitter,4	
2012-10-27,twitter,6	
2012-10-29,twitter,18	
2012-10-30,twitter,16	
2012-11-01,twitter,22	
2012-11-02,twitter,16	
2012-11-03,twitter,6	
2012-11-04,twitter,4	
2012-11-05,twitter,10	
2012-11-09,twitter,12	
2012-11-10,twitter,1	
2012-11-11,twitter,10	
2012-11-12,twitter,17	
2012-11-13,twitter,4	
2012-11-14,twitter,6	
2012-11-15,twitter,47	
2012-11-16,twitter,11	
2012-11-17,twitter,26	
2012-11-18,twitter,1	
2012-11-19,twitter,6	
2012-11-20,twitter,17	
2012-11-21,twitter,14	
2012-11-22,twitter,16	
2012-11-23,twitter,9	
2012-11-24,twitter,27	
2012-11-25,twitter,25	
2012-11-26,twitter,36	
2012-11-27,twitter,29	
2012-11-28,twitter,8	
2012-11-29,twitter,6	
2012-11-30,twitter,8	
2012-12-01,twitter,10	
2012-12-02,twitter,33	
2012-12-03,twitter,10	
2012-12-04,twitter,7	
2012-12-05,twitter,6	
2012-12-06,twitter,46	
2012-12-07,twitter,16	
2012-12-13,twitter,3	
2012-12-14,twitter,5	
2012-12-17,twitter,21	
2012-12-18,twitter,19	
2012-12-19,twitter,11	
2012-12-20,twitter,14	
2012-12-21,twitter,12	
2012-12-22,twitter,7	
2012-12-23,twitter,2	
2012-12-24,twitter,14	
2012-12-25,twitter,8	
2012-12-26,twitter,3	
2012-12-27,twitter,43	
2012-12-28,twitter,131	
2012-12-29,twitter,7	
2012-12-30,twitter,29	
2012-12-31,twitter,70	
2013-01-01,twitter,54	
2013-01-02,twitter,6	
2013-01-03,twitter,12	
2013-01-04,twitter,13	
2013-01-05,twitter,6	
2013-01-06,twitter,8	
2013-01-07,twitter,25	
2013-01-08,twitter,5	
2013-01-09,twitter,16	
2013-01-10,twitter,11	
2013-01-11,twitter,19	
2013-01-12,twitter,21	
2013-01-13,twitter,7	
2013-01-14,twitter,31	
2013-01-15,twitter,11	
2013-01-16,twitter,10	
2013-01-17,twitter,10	
2013-01-18,twitter,11	
2013-01-19,twitter,84	
2013-01-20,twitter,97	
2013-01-21,twitter,25	
2013-01-22,twitter,17	
2013-01-23,twitter,24	
2013-01-24,twitter,28	
2013-01-25,twitter,9	
2013-01-26,twitter,12	
2013-01-27,twitter,17	
2013-01-28,twitter,3	
2013-02-01,twitter,11	
2013-02-02,twitter,15	
2013-02-04,twitter,2	
2013-02-06,twitter,5	
2013-02-07,twitter,10	
2013-02-08,twitter,20	
2013-02-09,twitter,10	
2013-02-10,twitter,10	
2013-02-11,twitter,16	
2013-02-12,twitter,29	
2013-02-13,twitter,5	
2013-02-14,twitter,7	
2013-02-15,twitter,7	
2013-02-16,twitter,7	
2013-02-17,twitter,17	
2013-02-18,twitter,21	
2013-02-19,twitter,5	
2013-02-20,twitter,28	
2013-02-21,twitter,9	
2013-02-22,twitter,7	
2013-02-23,twitter,4	
2013-02-25,twitter,4	
2013-03-04,twitter,6	
2013-03-05,twitter,8	
2013-03-06,twitter,9	
2013-03-07,twitter,13	
2013-03-08,twitter,16	
2013-03-09,twitter,5	
2013-03-10,twitter,12	
2013-03-11,twitter,41	
2013-03-12,twitter,22	
2013-03-13,twitter,18	
2013-03-14,twitter,17	
2013-03-15,twitter,22	
2013-03-16,twitter,11	
2013-03-17,twitter,39	
2013-03-18,twitter,43	
2013-03-19,twitter,10	
2013-03-20,twitter,3	
2013-03-21,twitter,14	
2013-03-22,twitter,5	
2013-03-23,twitter,7	
2013-03-24,twitter,11	
2013-03-25,twitter,90	
2013-03-26,twitter,199	
2013-03-27,twitter,186	
2013-03-28,twitter,144	
2013-03-29,twitter,151	
2013-03-30,twitter,154	
2013-03-31,twitter,20	
2013-04-01,twitter,101	
2013-04-02,twitter,49	
2013-04-03,twitter,50	
2013-04-04,twitter,10	
2013-04-05,twitter,15	
2013-04-06,twitter,38	
2013-04-07,twitter,71	
2013-04-08,twitter,111	
2013-04-09,twitter,301	
2013-04-10,twitter,142	
2013-04-11,twitter,62	
2013-04-12,twitter,88	
2013-04-13,twitter,28	
2013-04-14,twitter,15	
2013-04-15,twitter,17	
2013-04-16,twitter,26	
2013-04-17,twitter,18	
2013-04-18,twitter,12	
2013-04-19,twitter,23	
2013-04-20,twitter,8	
2013-04-21,twitter,12	
2013-04-22,twitter,8	
2013-04-23,twitter,9	
2013-04-24,twitter,79	
2013-04-25,twitter,16	
2013-04-26,twitter,76	
2013-04-27,twitter,12	
2013-05-06,twitter,8	
2013-05-07,twitter,13	
2013-05-08,twitter,34	
2013-05-09,twitter,131	
2013-05-10,twitter,141	
2013-05-11,twitter,6	
2013-05-12,twitter,2	
2013-05-13,twitter,70	
2013-05-14,twitter,23	
2013-05-15,twitter,32	
2013-05-16,twitter,26	
2013-05-17,twitter,12	
2013-05-18,twitter,14	
2013-05-19,twitter,162	
2013-05-20,twitter,166	
2013-05-21,twitter,20	
2013-05-22,twitter,18	
2013-05-23,twitter,55	
2013-05-24,twitter,12	
2013-05-26,twitter,10	
2013-05-27,twitter,20	
2013-05-28,twitter,40	
2013-05-29,twitter,12	
2013-05-30,twitter,29	
2013-06-02,twitter,21	
2013-06-03,twitter,21	
2013-06-04,twitter,14	
2013-06-05,twitter,5	
2013-06-07,twitter,35	
2013-06-08,twitter,16	
2013-06-10,twitter,78	
2013-06-11,twitter,457	
2013-06-12,twitter,342	
2013-06-13,twitter,666	
2013-06-14,twitter,484	
2013-06-15,twitter,814	
2013-06-16,twitter,685	
2013-06-17,twitter,169	
2013-06-18,twitter,60	
2013-06-19,twitter,28	
2013-06-20,twitter,8	
2013-06-22,twitter,10	
2013-06-23,twitter,2	
2013-06-26,twitter,42	
2013-06-27,twitter,48	
2013-06-28,twitter,12	
2013-06-29,twitter,73	
2013-06-30,twitter,35	
2013-07-01,twitter,37	
2013-07-02,twitter,9	
2013-07-03,twitter,15	
2013-07-04,twitter,6	
2013-07-05,twitter,60	
2013-07-06,twitter,11	
2013-07-07,twitter,6	
2013-07-08,twitter,7	
2013-07-09,twitter,7	
2013-07-10,twitter,7	
2013-07-11,twitter,6	
2013-07-12,twitter,729	
2013-07-13,twitter,274	
2013-07-14,twitter,9	
2013-07-15,twitter,7	
2013-07-16,twitter,139	
2013-07-17,twitter,107	
2013-07-23,twitter,11	
2013-07-27,twitter,4	
2013-07-28,twitter,5	
2013-07-30,twitter,46	
2013-07-31,twitter,4	
2013-08-01,twitter,2	
2013-08-02,twitter,5	
2013-08-03,twitter,3	
2013-08-04,twitter,7	
2013-08-05,twitter,1	
2013-08-06,twitter,1	
2013-08-07,twitter,31	
2013-08-08,twitter,35	
2013-08-09,twitter,8	
2013-08-10,twitter,10	
2013-08-11,twitter,1	
2013-08-13,twitter,5	
2013-08-22,twitter,18	
2013-08-23,twitter,190	
2013-08-24,twitter,99	
2013-08-25,twitter,4	
2013-08-26,twitter,61	
2013-08-27,twitter,9	
2013-08-28,twitter,83	
2013-08-29,twitter,23	
2013-08-30,twitter,155	
2013-08-31,twitter,8	
2013-09-01,twitter,3	
2013-09-02,twitter,8	
2013-09-03,twitter,19	
2013-09-04,twitter,18	
2013-09-05,twitter,18	
2013-09-06,twitter,16	
2013-09-07,twitter,12	
2013-09-08,twitter,10	
2013-09-09,twitter,6	
2013-09-10,twitter,2	
2013-09-15,twitter,2	
2013-09-16,twitter,52	
2013-09-17,twitter,32	
2013-09-29,twitter,8	
2013-09-30,twitter,8	
2013-10-01,twitter,10	
2013-10-02,twitter,12	
2013-10-04,twitter,14	
2013-10-07,twitter,37	
2013-10-08,twitter,30	
2013-10-09,twitter,26	
2013-10-10,twitter,6	
2013-10-11,twitter,7	
2013-10-12,twitter,13	
2013-10-13,twitter,15	
2013-10-14,twitter,16	
2013-10-15,twitter,7	
2013-10-16,twitter,4	
2013-10-17,twitter,8	
2013-10-18,twitter,8	
2013-10-19,twitter,1	
2013-10-20,twitter,3	
2013-10-21,twitter,3	
2013-10-22,twitter,5	
2013-10-23,twitter,11	
2013-10-24,twitter,2	
2013-11-05,twitter,4	
2013-11-07,twitter,4	
2013-11-12,twitter,7	
2013-11-13,twitter,26	
2013-11-14,twitter,5	
2013-11-15,twitter,5	
2013-11-16,twitter,8	
2013-11-17,twitter,4	
2013-11-18,twitter,119	
2013-11-19,twitter,20	
2013-11-20,twitter,13	
2013-11-21,twitter,6	
2013-11-22,twitter,9	
2013-11-23,twitter,9	
2013-11-24,twitter,8	
2013-11-25,twitter,32	
2013-11-26,twitter,3	
2013-11-27,twitter,5	
2013-11-28,twitter,9	
2013-11-29,twitter,1	
2013-11-30,twitter,4	
2013-12-01,twitter,3	
2013-12-02,twitter,2	
2013-12-03,twitter,3	
2013-12-04,twitter,3	
2013-12-05,twitter,17	
2013-12-06,twitter,11	
2013-12-07,twitter,5	
2013-12-08,twitter,2	
2013-12-09,twitter,1	
2013-12-10,twitter,6	
2013-12-11,twitter,1	
2013-12-12,twitter,9	
2013-12-13,twitter,3	
2013-12-14,twitter,4	
2013-12-15,twitter,3	
2013-12-16,twitter,2	
2013-12-17,twitter,2	
2013-12-26,twitter,1	
2013-12-27,twitter,5	
2013-12-28,twitter,1	
2013-12-29,twitter,8	
2013-12-31,twitter,6	
2014-01-01,twitter,10	
2014-01-02,twitter,12	
2014-01-03,twitter,23	
2014-01-04,twitter,12	
2014-01-05,twitter,5	
2014-01-06,twitter,17	
2014-01-07,twitter,22	
2014-01-08,twitter,5	
2014-01-09,twitter,3	
2014-01-10,twitter,5	
2014-01-12,twitter,14	
2014-01-13,twitter,7	
2014-01-15,twitter,3	
2014-01-16,twitter,9	
2014-01-17,twitter,6	
2014-01-18,twitter,2	
2014-01-19,twitter,2	
2014-01-20,twitter,1	
2014-01-21,twitter,3	
2014-01-22,twitter,6	
2014-01-23,twitter,5	
2014-01-24,twitter,11	
2014-01-25,twitter,1	
2014-01-26,twitter,6	
2014-01-27,twitter,1	
2014-01-28,twitter,4	
2014-01-29,twitter,3	
2014-01-31,twitter,1	
2014-02-01,twitter,21	
2014-02-02,twitter,4	
2014-02-03,twitter,8	
2014-02-04,twitter,12	
2014-02-05,twitter,4	
2014-02-06,twitter,7	
2014-02-07,twitter,2	
2014-02-08,twitter,1	
2014-02-09,twitter,5	
2014-02-10,twitter,6	
2014-02-11,twitter,2	
2014-02-12,twitter,9	
2014-02-13,twitter,10	
2014-02-14,twitter,10	
2014-02-15,twitter,5	
2014-02-16,twitter,3	
2014-02-17,twitter,2	
2014-02-18,twitter,6	
2014-02-19,twitter,6	
2014-02-20,twitter,8	
2014-02-21,twitter,3	
2014-02-22,twitter,7	
2014-02-23,twitter,8	
2014-02-24,twitter,5	
2014-02-25,twitter,4	
2014-02-26,twitter,1	
2014-02-27,twitter,5	
2014-03-01,twitter,3	
2014-03-02,twitter,3	
2014-03-03,twitter,6	
2014-03-04,twitter,5	
2014-03-06,twitter,5	
2014-03-07,twitter,578	
2014-03-08,twitter,177	
2014-03-09,twitter,195	
2014-03-10,twitter,218	
2014-03-11,twitter,91	
2014-03-12,twitter,134	
2014-03-13,twitter,164	
2014-03-14,twitter,100	
2014-03-15,twitter,160	
2014-03-16,twitter,96	
2014-03-17,twitter,102	
2014-03-18,twitter,92	
2014-03-19,twitter,125	
2014-03-20,twitter,110	
2014-03-21,twitter,107	
2014-03-22,twitter,118	
2014-03-23,twitter,41	
2014-03-24,twitter,57	
2014-03-25,twitter,43	
2014-03-26,twitter,78	
2014-03-27,twitter,98	
2014-03-28,twitter,63	
2014-03-29,twitter,126	
2014-03-30,twitter,64	
2014-03-31,twitter,65	
2014-04-01,twitter,130	
2014-04-02,twitter,121	
2014-04-03,twitter,27	
2014-04-04,twitter,159	
2014-04-05,twitter,196	
2014-04-06,twitter,197	
2014-04-07,twitter,219	
2014-04-08,twitter,117	
2014-04-09,twitter,118	
2014-04-10,twitter,208	
2014-04-11,twitter,164	
2014-04-12,twitter,195	
2014-04-13,twitter,140	
2014-04-14,twitter,189	
2014-04-15,twitter,254	
2014-04-16,twitter,165	
2014-04-17,twitter,127	
2014-04-18,twitter,189	
2014-04-19,twitter,168	
2014-04-20,twitter,151	
2014-04-21,twitter,112	
2014-04-22,twitter,126	
2014-04-23,twitter,101	
2014-04-24,twitter,136	
2014-04-25,twitter,159	
2014-04-26,twitter,144	
2014-04-27,twitter,165	
2014-04-28,twitter,163	
2014-04-29,twitter,119	
2014-04-30,twitter,129	
2014-05-01,twitter,153	
2014-05-02,twitter,97	
2014-05-03,twitter,190	
2014-05-04,twitter,90	
2014-05-05,twitter,95	
2014-05-06,twitter,119	
2014-05-07,twitter,160	
2014-05-08,twitter,152	
2014-05-09,twitter,162	
2014-05-10,twitter,97	
2014-05-11,twitter,135	
2014-05-12,twitter,170	
2014-05-13,twitter,146	
2014-05-14,twitter,137	
2014-05-15,twitter,118	
2014-05-16,twitter,109	
2014-05-17,twitter,138	
2014-05-18,twitter,31	
2014-05-19,twitter,103	
2014-05-20,twitter,90	
2014-05-21,twitter,100	
2014-05-22,twitter,92	
2014-05-23,twitter,66	
2014-05-24,twitter,203	
2014-05-25,twitter,103	
2014-05-26,twitter,82	
2014-05-27,twitter,113	
2014-05-28,twitter,104	
2014-05-29,twitter,135	
2014-05-30,twitter,117	
2014-05-31,twitter,140	
2014-06-01,twitter,182	
2014-06-02,twitter,126	
2014-06-03,twitter,418	
2014-06-04,twitter,578	
2014-06-05,twitter,496	
2014-06-06,twitter,449	
2014-06-07,twitter,848	
2014-06-08,twitter,864	
2014-06-09,twitter,540	
2014-06-10,twitter,639	
2014-06-11,twitter,435	
2014-06-12,twitter,608	
2014-06-13,twitter,642	
2014-06-14,twitter,815	
2014-06-15,twitter,760	
2014-06-16,twitter,287	
2014-06-17,twitter,145	
2014-06-18,twitter,81	
2014-06-19,twitter,43	
2014-06-20,twitter,45	
2014-06-21,twitter,89	
2014-06-22,twitter,56	
2014-06-23,twitter,49	
2014-06-24,twitter,128	
2014-06-25,twitter,37	
2014-06-26,twitter,72	
2014-06-27,twitter,19	
2014-06-28,twitter,71	
2014-06-29,twitter,66	
2014-06-30,twitter,13	
2014-07-01,twitter,9	
2014-07-02,twitter,28	
2014-07-03,twitter,21	
2014-07-04,twitter,43	
2014-07-05,twitter,13	
2014-07-06,twitter,15	
2014-07-07,twitter,42	
2014-07-08,twitter,51	
2014-07-09,twitter,32	
2014-07-10,twitter,41	
2014-07-11,twitter,62	
2014-07-12,twitter,49	
2014-07-13,twitter,1236	
2014-07-14,twitter,71	
2014-07-15,twitter,83	
2014-07-16,twitter,97	
2014-07-17,twitter,119	
2014-07-18,twitter,26	
2014-07-19,twitter,30	
2014-07-20,twitter,55	
2014-07-21,twitter,41	
2014-07-22,twitter,101	
2014-07-23,twitter,18	
2014-07-24,twitter,57	
2014-07-25,twitter,42	
2014-07-26,twitter,89	
2014-07-27,twitter,18	
2014-07-28,twitter,53	
2014-07-29,twitter,64	
2014-07-30,twitter,40	
2014-07-31,twitter,58	
2014-08-01,twitter,38	
2014-08-02,twitter,50	
2014-08-03,twitter,44	
2014-08-04,twitter,67	
2014-08-05,twitter,106	
2014-08-06,twitter,8	
2014-08-07,twitter,60	
2014-08-08,twitter,71	
2014-08-09,twitter,87	
2014-08-10,twitter,9	
2014-08-11,twitter,70	
2014-08-12,twitter,29	
2014-08-13,twitter,78	
2014-08-14,twitter,18	
2014-08-15,twitter,29	
2014-08-16,twitter,83	
2014-08-17,twitter,15	
2014-08-18,twitter,11	
2014-08-19,twitter,8	
2014-08-20,twitter,79	
2014-08-21,twitter,9	
2014-08-22,twitter,145	
2014-08-23,twitter,31	
2014-08-24,twitter,88	
2014-08-25,twitter,12	
2014-08-26,twitter,9	
2014-08-27,twitter,78	
2014-08-28,twitter,13	
2014-08-29,twitter,105	
2014-08-30,twitter,36	
2014-08-31,twitter,11	
2014-09-02,twitter,40	
2014-09-03,twitter,4	
2014-09-04,twitter,6	
2014-09-06,twitter,22	
2014-09-07,twitter,10	
2014-09-08,twitter,4	
2014-09-10,twitter,18	
2014-09-11,twitter,73	
2014-09-12,twitter,53	
2014-09-13,twitter,90	
2014-09-14,twitter,13	
2014-09-15,twitter,21	
2014-09-16,twitter,338	
2014-09-17,twitter,61	
2014-09-18,twitter,78	
2014-09-19,twitter,69	
2014-09-20,twitter,61	
2014-09-21,twitter,29	
2014-09-22,twitter,14	
2014-09-23,twitter,39	
2014-09-24,twitter,37	
2014-09-25,twitter,10	
2014-09-26,twitter,17	
2014-09-27,twitter,31	
2014-09-28,twitter,55	
2014-09-29,twitter,40	
2014-09-30,twitter,12	
2014-10-01,twitter,9	
2014-10-02,twitter,13	
2014-10-03,twitter,13	
2014-10-04,twitter,66	
2014-10-05,twitter,16	
2014-10-06,twitter,89	
2014-10-07,twitter,33	
2014-10-08,twitter,29	
2014-10-09,twitter,16	
2014-10-10,twitter,36	
2014-10-11,twitter,27	
2014-10-12,twitter,9	
2014-10-13,twitter,12	
2014-10-14,twitter,85	
2014-10-15,twitter,14	
2014-10-16,twitter,14	
2014-10-17,twitter,20	
2014-10-18,twitter,38	
2014-10-19,twitter,41	
2014-10-20,twitter,59	
2014-10-21,twitter,13	
2014-10-22,twitter,6	
2014-10-23,twitter,4	
2014-10-24,twitter,11	
2014-10-26,twitter,24	
2014-10-29,twitter,24	
2014-10-31,twitter,2	
2014-11-01,twitter,4	
2014-11-05,twitter,1	
2014-11-06,twitter,2	
2014-11-07,twitter,13	
2014-11-08,twitter,4	
2014-11-09,twitter,12	
2014-11-10,twitter,1	
2014-11-11,twitter,2	
2014-11-12,twitter,14	
2014-11-13,twitter,43	
2014-11-14,twitter,41	
2014-11-15,twitter,23	
2014-11-16,twitter,10	
2014-11-17,twitter,69	
2014-11-18,twitter,50	
2014-11-19,twitter,11	
2014-11-20,twitter,13	
2014-11-21,twitter,82	
2014-11-22,twitter,22	
2014-11-23,twitter,10	
2014-11-24,twitter,8	
2014-11-25,twitter,34	
2014-11-26,twitter,8	
2014-11-27,twitter,12	
2014-11-28,twitter,46	
2014-11-29,twitter,28	
2014-11-30,twitter,1	
2014-12-01,twitter,9	
2014-12-02,twitter,14	
2014-12-04,twitter,6	
2014-12-05,twitter,19	
2014-12-06,twitter,18	
2014-12-07,twitter,4	
2014-12-08,twitter,10	
2014-12-09,twitter,59	
2014-12-10,twitter,10	
2014-12-11,twitter,84	
2014-12-12,twitter,23	
2014-12-13,twitter,14	
2014-12-14,twitter,3	
2014-12-15,twitter,24	
2014-12-16,twitter,49	
2014-12-17,twitter,21	
2014-12-18,twitter,18	
2014-12-19,twitter,54	
2014-12-20,twitter,28	
2014-12-21,twitter,20	
2014-12-22,twitter,25	
2014-12-23,twitter,3	
2014-12-24,twitter,48	
2014-12-25,twitter,5	
2014-12-26,twitter,40	
2014-12-27,twitter,2	
2014-12-28,twitter,32	
2014-12-30,twitter,8	
2014-12-31,twitter,48	
2015-01-01,twitter,37	
2015-01-02,twitter,28	
2015-01-03,twitter,7	
2015-01-04,twitter,14	
2015-01-05,twitter,32	
2015-01-06,twitter,4	
2015-01-07,twitter,8	
2015-01-08,twitter,20	
2015-01-09,twitter,63	
2015-01-10,twitter,18	
2015-01-11,twitter,49	
2015-01-12,twitter,9	
2015-01-13,twitter,69	
2015-01-14,twitter,16	
2015-01-15,twitter,94	
2015-01-16,twitter,54	
2015-01-17,twitter,15	
2015-01-18,twitter,12	
2015-01-19,twitter,8	
2015-01-20,twitter,62	
2015-01-21,twitter,34	
2015-01-22,twitter,59	
2015-01-23,twitter,47	
2015-01-24,twitter,59	
2015-01-25,twitter,9	
2015-01-26,twitter,110	
2015-01-27,twitter,73	
2015-01-28,twitter,176	
2015-01-29,twitter,55	
2015-01-30,twitter,86	
2015-01-31,twitter,69	
2015-02-01,twitter,30	
2015-02-02,twitter,27	
2015-02-03,twitter,52	
2015-02-04,twitter,16	
2015-02-05,twitter,60	
2015-02-06,twitter,11	
2015-02-07,twitter,74	
2015-02-08,twitter,21	
2015-02-09,twitter,20	
2015-02-10,twitter,55	
2015-02-11,twitter,26	
2015-02-12,twitter,59	
2015-02-13,twitter,17	
